event_name,start_date,end_date,location,organization_url,cfp_url,sponsors,cfp_due_date,organization_name,region,paid_or_free,event_url,tags,event_type,price_range,acronym,url_twitter,url_linkedin,image_url,language,featured,hash_tag,virtual,in_person,price,code_of_conduct_url,url_other
posit:conf 2023,2023-09-17,2023-09-20,"Chicago, IL, USA",https://posit.co/,,,,Posit,Canada / USA,paid,https://posit.co/conference/,"open source, rstats",Conference,,,https://twitter.com/posit_pbc,https://www.linkedin.com/company/posit-software/,,English,1.0,,,Yes,,,
useR! 2022,2023-06-20,2023-06-23,Online,https://www.r-project.org/foundation/,,,,R Foundation,Online,,https://user2023.r-project.org,rstats,Conference,,,https://twitter.com/_useRconf,https://www.linkedin.com/company/user-conf/,,English,0.0,,Yes,Yes,,https://user2022.r-project.org/about/coc/,
SIGKDD 2023 (Knowledge Discovery & Data Mining),2023-08-06,2023-08-10,"Long Beach, CA, USA",https://www.acm.org/,,,,ACM,Canada / USA,paid,https://kdd.org/kdd2023/,ML,Conference,,KDD,https://twitter.com/AnitaB_org,https://user2022.r-project.org/about/coc/,,English,0.0,,,Yes,,,
Grace Hopper Celebration 2023,2023-09-26,2023-09-29,"Orlando, Florida, USA",http://anitab.org/,$199-1298, ,,AnitaB.org,Canada / USA,paid,https://ghc.anitab.org,women-focused,Conference,,,https://twitter.com/AnitaB_org,https://www.linkedin.com/company/anitab-org/,,English,0.0,,Yes,Yes,,https://ghc.anitab.org/code-of-conduct/,
ACM FaCCT 2023,2023-06-12,2023-06-13,"Chicago, IL, USA",https://www.acm.org/,https://facctconference.org/2023/cfp.html,,2023-02-06,ACM,Canada / USA,paid,https://facctconference.org,AI ethics,Conference,,FaaCT,https://twitter.com/FAccTConference,,,English,0.0,,Yes,Yes,,https://facctconference.org/harassment.html,
NeurIPS 2023,2023-12-10,2023-12-16,"New Orleans, LA, USA",https://nips.cc/,,,,Neural Information Processing Systems,Canada / USA,paid,https://nips.cc/Conferences/2023,"AI, ML, CV",Conference,$$,NeurIPS,https://twitter.com/NeurIPSConf,https://www.linkedin.com/company/nipsconference/,,English,0.0,,Yes,Yes,$475 - 1475,https://nips.cc/public/CodeOfConduct,
Indaba 2023,2023-09-03,2023-09-09,"Accra, Ghana",https://deeplearningindaba.com/,,,,Deep Learning Indaba Ltd,Africa,paid,https://deeplearningindaba.com/2023/,DL,Conference,,,https://twitter.com/deepindaba,https://www.linkedin.com/company/deep-learning-indaba/,,English,1.0,,Unknown,Yes,,https://deeplearningindaba.com/about/code-of-conduct/,
SciPy 2023,2023-07-10,2023-07-16,"Austin, TX, USA",https://numfocus.org,https://www.scipy2023.scipy.org/present,https://www.scipy2023.scipy.org/sponsor,2023-02-22,NumFOCUS,Canada / USA,paid,https://www.scipy2023.scipy.org/,"python, open source",Conference,,,https://twitter.com/scipyconf,https://www.linkedin.com/company/numfocus,,English,0.0,#SciPy,Unknown,Yes,,,
EuroPython 2023,2023-07-17,2023-07-23,"Prague, Czech Republic",https://www.europython-society.org/coc/,,,,EuroPython Society (EPS),Europe,paid,https://ep2023.europython.eu/,python,Conference,,,https://twitter.com/europython,https://www.linkedin.com/company/europython/,,English,0.0,#EuroPython,Yes,Yes,,https://www.europython-society.org/coc/,
EuroSciPy 2023,2023-08-14,2023-08-18,"Basel, Switzerland",https://www.euroscipy.org/,https://www.euroscipy.org/2023/program.html,,,EuroSciPy,Europe,paid,https://www.euroscipy.org/2023/index.html,python,Conference,,,https://twitter.com/euroscipy,https://www.linkedin.com/company/euroscipy/,,English,0.0,#EuroSciPy2023,Yes,Yes,,https://www.euroscipy.org/2023/code_of_conduct.html,
Open Source Summit Japan 2022,2022-12-05,2022-12-06,"Yokohama, Japan",https://linuxfoundation.org,,https://events.linuxfoundation.org/open-source-summit-japan/sponsor/,,Linux Foundation,Asia,paid,https://events.linuxfoundation.org/open-source-summit-japan/,open source,Conference,$$,,https://twitter.com/linuxfoundation,https://www.linkedin.com/company/the-linux-foundation/,,Japanese,0.0,#OSSUMMIT,Yes,Yes,$25 - 375,https://events.linuxfoundation.org/open-source-summit-japan/attend/code-of-conduct/,
Open Source Summit Europe 2023,,,"Bilbao, Spain",https://linuxfoundation.org,,,,Linux Foundation,Europe,paid,,open source,Conference,,,https://twitter.com/linuxfoundation,https://www.linkedin.com/company/the-linux-foundation//,,English,0.0,,Yes,Yes,,,
Open Source Summit North America 2023,2023-05-10,2023-05-12,"Vancouver, BC, Canada",https://linuxfoundation.org,https://events.linuxfoundation.org/open-source-summit-north-america/program/cfp/,https://events.linuxfoundation.org/open-source-summit-north-america/sponsor/,2023-02-05,Linux Foundation,Canada / USA,paid,https://events.linuxfoundation.org/open-source-summit-north-america/,open source,Conference,$$,,https://twitter.com/linuxfoundation,https://www.linkedin.com/company/the-linux-foundation/,,English,0.0,#OSSUMMIT,,Yes,$0 - 1249,https://events.linuxfoundation.org/open-source-summit-north-america/attend/code-of-conduct/,
